level_4_2	level_1_1	year	level_1_2	level_2_1	level_2_2	level_3_1	level_3_2	level_4_1	level_3_4_2	number_tested	mean_scale_score	level_3_4_1	district	grade	category
11.5	193	2010	13.7	628	44.5	428	30.3	163	41.9	1412	669	591	14	8	All Students
11.6	179	2011	13.1	622	45.4	409	29.9	159	41.5	1369	668	568	14	8	All Students
11.0	1705	2006	18.8	2796	30.8	3573	39.4	998	50.4	9072	649	4571	14	All Grades	All Students
14.6	1025	2007	11.6	2413	27.2	4128	46.6	1295	61.2	8861	660	5423	14	All Grades	All Students
17.9	623	2008	7.3	1816	21.4	4530	53.4	1520	71.3	8489	668	6050	14	All Grades	All Students
21.5	314	2009	3.8	1368	16.7	4758	58.0	1759	79.5	8199	676	6517	14	All Grades	All Students
17.1	970	2010	12.0	3126	38.7	2597	32.2	1382	49.3	8075	675	3979	14	All Grades	All Students
15.4	959	2011	12.0	3018	37.8	2779	34.8	1226	50.2	7982	675	4005	14	All Grades	All Students
26.6	169	2006	7.2	315	13.4	1245	52.9	625	79.4	2354	678	1870	15	3	All Students
31.7	87	2007	3.8	231	10.1	1242	54.4	724	86.1	2284	687	1966	15	3	All Students
27.5	67	2008	3.0	178	8.0	1370	61.5	613	89.0	2228	688	1983	15	3	All Students
27.6	19	2009	0.8	109	4.8	1530	66.8	633	94.4	2291	694	2163	15	3	All Students
25.6	173	2010	7.4	736	31.4	837	35.7	600	61.3	2346	695	1437	15	3	All Students
17.0	194	2011	7.7	694	27.5	1206	47.8	430	64.8	2524	689	1636	15	3	All Students
23.1	203	2006	9.0	367	16.2	1169	51.7	521	74.8	2260	672	1690	15	4	All Students
27.2	135	2007	6.1	292	13.1	1197	53.7	606	80.9	2230	680	1803	15	4	All Students
32.9	96	2008	4.3	231	10.4	1163	52.3	732	85.3	2222	686	1895	15	4	All Students
40.1	77	2009	3.6	170	7.8	1053	48.5	869	88.6	2169	694	1922	15	4	All Students
32.5	89	2010	3.9	652	28.2	818	35.4	750	67.9	2309	692	1568	15	4	All Students
33.8	102	2011	4.3	591	25.1	869	36.9	796	70.6	2358	693	1665	15	4	All Students
20.1	228	2006	9.9	514	22.3	1099	47.7	464	67.8	2305	666	1563	15	5	All Students
24.6	136	2007	6.3	399	18.5	1092	50.6	531	75.2	2158	674	1623	15	5	All Students
27.4	96	2008	4.4	272	12.5	1210	55.7	595	83.1	2173	679	1805	15	5	All Students
37.6	50	2009	2.3	188	8.7	1109	51.4	811	89.0	2158	687	1920	15	5	All Students
28.9	119	2010	5.6	577	27.1	817	38.4	615	67.3	2128	689	1432	15	5	All Students
29.3	101	2011	4.4	557	24.4	954	41.8	668	71.1	2280	691	1622	15	5	All Students
10.6	336	2006	19.1	440	25.0	796	45.3	187	55.9	1759	650	983	15	6	All Students
15.0	240	2007	13.8	414	23.7	830	47.6	261	62.5	1745	659	1091	15	6	All Students
22.0	130	2008	7.5	335	19.3	889	51.2	381	73.2	1735	670	1270	15	6	All Students
25.4	77	2009	4.6	244	14.6	926	55.4	424	80.8	1671	676	1350	15	6	All Students
26.3	129	2010	7.9	523	32.2	544	33.5	427	59.8	1623	680	971	15	6	All Students
29.4	114	2011	7.4	432	27.9	548	35.4	456	64.8	1550	683	1004	15	6	All Students
5.1	325	2006	17.9	709	39.1	689	38.0	92	43.0	1815	640	781	15	7	All Students
16.3	177	2007	9.9	555	31.2	757	42.5	291	58.9	1780	658	1048	15	7	All Students
18.1	110	2008	6.4	403	23.3	903	52.2	313	70.3	1729	663	1216	15	7	All Students
24.7	31	2009	1.9	237	14.2	992	59.3	413	84.0	1673	676	1405	15	7	All Students
27.8	153	2010	9.1	515	30.5	551	32.6	469	60.4	1688	676	1020	15	7	All Students
31.9	139	2011	8.4	447	26.9	548	32.9	530	64.8	1664	679	1078	15	7	All Students
4.2	467	2006	27.5	616	36.3	542	31.9	72	36.2	1697	635	614	15	8	All Students
6.8	298	2007	17.0	605	34.4	735	41.8	119	48.6	1757	648	854	15	8	All Students
14.9	194	2008	10.9	471	26.5	848	47.7	264	62.6	1777	660	1112	15	8	All Students
13.1	83	2009	4.9	384	22.7	1003	59.3	221	72.4	1691	666	1224	15	8	All Students
17.5	201	2010	12.0	671	40.1	509	30.4	292	47.9	1673	674	801	15	8	All Students
17.5	148	2011	8.7	543	31.8	718	42.1	298	59.5	1707	677	1016	15	8	All Students
16.1	1728	2006	14.2	2961	24.3	5540	45.4	1961	61.5	12190	659	7501	15	All Grades	All Students
21.2	1073	2007	9.0	2496	20.9	5853	49.0	2532	70.1	11954	669	8385	15	All Grades	All Students
24.4	693	2008	5.8	1890	15.9	6383	53.8	2898	78.2	11864	675	9281	15	All Grades	All Students
28.9	337	2009	2.9	1332	11.4	6613	56.7	3371	85.7	11653	683	9984	15	All Grades	All Students
26.8	864	2010	7.3	3674	31.2	4076	34.6	3153	61.4	11767	686	7229	15	All Grades	All Students
26.3	798	2011	6.6	3264	27.0	4843	40.1	3178	66.4	12083	686	8021	15	All Grades	All Students
12.7	170	2006	16.7	241	23.6	480	47.0	130	59.7	1021	657	610	16	3	All Students
16.1	72	2007	7.4	201	20.5	548	56.0	158	72.1	979	670	706	16	3	All Students
14.6	44	2008	4.8	113	12.4	623	68.2	133	82.8	913	676	756	16	3	All Students
19.2	19	2009	2.2	72	8.3	609	70.3	166	89.5	866	684	775	16	3	All Students
13.7	143	2010	15.7	397	43.6	246	27.0	125	40.7	911	682	371	16	3	All Students
8.1	117	2011	14.6	280	35.0	337	42.2	65	50.3	799	682	402	16	3	All Students
10.1	148	2006	16.4	256	28.3	410	45.3	91	55.4	905	654	501	16	4	All Students
8.9	129	2007	13.6	261	27.5	475	50.0	85	58.9	950	657	560	16	4	All Students
16.7	69	2008	7.6	163	17.9	527	57.8	152	74.5	911	669	679	16	4	All Students
27.1	70	2009	7.6	109	11.8	493	53.5	250	80.6	922	680	743	16	4	All Students
18.8	68	2010	7.6	311	34.9	344	38.7	167	57.4	890	680	511	16	4	All Students
19.5	60	2011	6.7	341	38.4	315	35.4	173	54.9	889	681	488	16	4	All Students
6.5	200	2006	20.0	332	33.3	401	40.2	65	46.7	998	646	466	16	5	All Students
8.1	101	2007	10.9	286	30.9	465	50.2	75	58.3	927	655	540	16	5	All Students
13.0	72	2008	8.6	195	23.3	460	55.0	109	68.1	836	663	569	16	5	All Students
20.2	35	2009	4.1	146	17.1	502	58.6	173	78.9	856	673	675	16	5	All Students
15.1	99	2010	11.0	367	40.6	301	33.3	136	48.4	903	673	437	16	5	All Students
14.2	80	2011	9.1	330	37.7	342	39.0	124	53.2	876	677	466	16	5	All Students
3.7	272	2006	28.8	337	35.6	302	31.9	35	35.6	946	632	337	16	6	All Students
5.7	222	2007	25.9	274	32.0	312	36.4	49	42.1	857	640	361	16	6	All Students
5.9	112	2008	13.5	285	34.3	384	46.3	49	52.2	830	649	433	16	6	All Students
8.7	69	2009	10.0	184	26.6	379	54.8	60	63.4	692	658	439	16	6	All Students
7.3	137	2010	21.3	308	47.9	151	23.5	47	30.8	643	659	198	16	6	All Students
10.6	117	2011	16.3	328	45.7	197	27.4	76	38.0	718	664	273	16	6	All Students
2.8	258	2006	26.8	398	41.3	281	29.1	27	32.0	964	630	308	16	7	All Students
3.4	192	2007	19.5	445	45.3	313	31.8	33	35.2	983	636	346	16	7	All Students
7.0	81	2008	9.6	297	35.0	411	48.5	59	55.4	848	650	470	16	7	All Students
7.1	25	2009	3.1	223	27.5	506	62.3	58	69.5	812	658	564	16	7	All Students
6.1	136	2010	19.7	319	46.2	193	28.0	42	34.1	690	655	235	16	7	All Students
7.2	117	2011	17.9	305	46.6	185	28.3	47	35.5	654	659	232	16	7	All Students
2.5	279	2006	28.8	438	45.2	229	23.6	24	26.1	970	629	253	16	8	All Students
2.8	305	2007	30.7	386	38.9	273	27.5	28	30.3	992	632	301	16	8	All Students
5.6	161	2008	18.5	351	40.3	310	35.6	49	41.2	871	643	359	16	8	All Students
3.3	72	2009	8.7	247	30.0	477	58.0	27	61.2	823	654	504	16	8	All Students
6.1	175	2010	21.4	424	51.9	168	20.6	50	26.7	817	658	218	16	8	All Students
5.9	127	2011	17.8	316	44.3	229	32.1	42	38.0	714	660	271	16	8	All Students
6.4	1327	2006	22.9	2002	34.5	2103	36.2	372	42.6	5804	641	2475	16	All Grades	All Students
7.5	1021	2007	18.0	1853	32.6	2386	41.9	428	49.5	5688	648	2814	16	All Grades	All Students
10.6	539	2008	10.3	1404	27.0	2715	52.1	551	62.7	5209	659	3266	16	All Grades	All Students
14.8	290	2009	5.8	981	19.7	2966	59.7	734	74.4	4971	669	3700	16	All Grades	All Students
11.7	758	2010	15.6	2126	43.8	1403	28.9	567	40.6	4854	669	1970	16	All Grades	All Students
11.3	618	2011	13.3	1900	40.9	1605	34.5	527	45.8	4650	671	2132	16	All Grades	All Students
14.9	252	2006	10.8	486	20.8	1250	53.5	348	68.4	2336	664	1598	17	3	All Students
23.6	163	2007	7.3	328	14.8	1203	54.2	524	77.9	2218	677	1727	17	3	All Students
19.0	86	2008	4.3	242	12.2	1278	64.4	377	83.5	1983	679	1655	17	3	All Students
18.8	47	2009	2.4	215	10.8	1348	68.0	373	86.8	1983	683	1721	17	3	All Students
17.4	318	2010	15.2	745	35.7	660	31.6	363	49.0	2086	685	1023	17	3	All Students
10.1	268	2011	13.5	747	37.7	766	38.7	200	48.8	1981	682	966	17	3	All Students
13.8	289	2006	13.6	519	24.4	1024	48.2	293	62.0	2125	660	1317	17	4	All Students
14.4	225	2007	10.4	521	24.1	1102	51.0	312	65.5	2160	664	1414	17	4	All Students
18.1	226	2008	10.9	364	17.6	1107	53.4	376	71.5	2073	668	1483	17	4	All Students
28.8	113	2009	5.7	250	12.6	1053	53.0	572	81.7	1988	683	1625	17	4	All Students
13.2	205	2010	10.4	874	44.1	640	32.3	261	45.5	1980	673	901	17	4	All Students
11.9	193	2011	9.7	817	40.9	752	37.6	238	49.5	2000	675	990	17	4	All Students
5.7	413	2006	19.0	763	35.0	877	40.3	124	46.0	2177	645	1001	17	5	All Students
11.9	231	2007	10.6	643	29.6	1038	47.8	258	59.7	2170	659	1296	17	5	All Students
16.7	127	2008	6.3	420	20.9	1128	56.1	335	72.8	2010	667	1463	17	5	All Students
23.1	91	2009	4.6	309	15.6	1126	56.7	459	79.8	1985	674	1585	17	5	All Students
13.8	206	2010	10.4	826	41.7	676	34.1	274	47.9	1982	674	950	17	5	All Students
12.1	188	2011	9.9	740	39.1	736	38.9	229	51.0	1893	675	965	17	5	All Students
3.9	648	2006	28.0	885	38.2	694	30.0	90	33.8	2317	633	784	17	6	All Students
5.5	465	2007	20.5	756	33.3	922	40.7	125	46.2	2268	643	1047	17	6	All Students
10.4	204	2008	11.1	515	28.1	926	50.5	190	60.8	1835	655	1116	17	6	All Students
12.9	170	2009	8.1	478	22.8	1181	56.2	271	69.1	2100	663	1452	17	6	All Students
13.8	368	2010	17.0	932	43.0	569	26.2	299	40.0	2168	665	868	17	6	All Students
14.4	303	2011	14.2	842	39.4	687	32.1	307	46.5	2139	670	994	17	6	All Students
2.1	680	2006	26.9	1120	44.4	672	26.6	52	28.7	2524	628	724	17	7	All Students
4.1	384	2007	16.3	1077	45.6	802	34.0	97	38.1	2360	640	899	17	7	All Students
7.1	221	2008	9.8	801	35.6	1065	47.4	160	54.5	2247	649	1225	17	7	All Students
12.1	69	2009	3.2	480	22.0	1370	62.8	264	74.9	2183	664	1634	17	7	All Students
12.0	345	2010	16.1	900	42.1	635	29.7	257	41.7	2137	662	892	17	7	All Students
14.9	330	2011	15.2	847	39.0	671	30.9	324	45.8	2172	665	995	17	7	All Students
1.1	923	2006	36.6	999	39.6	571	22.6	28	23.8	2521	623	599	17	8	All Students
3.9	719	2007	28.6	1019	40.5	682	27.1	98	31.0	2518	634	780	17	8	All Students
7.0	303	2008	14.4	790	37.5	866	41.1	147	48.1	2106	648	1013	17	8	All Students
6.7	137	2009	6.0	780	34.0	1225	53.3	155	60.1	2297	657	1380	17	8	All Students
8.5	382	2010	17.2	1102	49.6	551	24.8	189	33.3	2224	663	740	17	8	All Students
9.8	362	2011	16.4	923	41.8	708	32.1	216	41.8	2209	665	924	17	8	All Students
6.7	3205	2006	22.9	4772	34.1	5088	36.3	935	43.0	14000	641	6023	17	All Grades	All Students
10.3	2187	2007	16.0	4344	31.7	5749	42.0	1414	52.3	13694	652	7163	17	All Grades	All Students
12.9	1167	2008	9.5	3132	25.6	6370	52.0	1585	64.9	12254	661	7955	17	All Grades	All Students
16.7	627	2009	5.0	2512	20.0	7303	58.3	2094	75.0	12536	670	9397	17	All Grades	All Students
13.1	1824	2010	14.5	5379	42.8	3731	29.7	1643	42.7	12577	670	5374	17	All Grades	All Students
12.2	1644	2011	13.3	4916	39.7	4320	34.9	1514	47.1	12394	672	5834	17	All Grades	All Students
19.5	176	2006	9.4	326	17.4	1005	53.7	366	73.2	1873	670	1371	18	3	All Students
24.3	83	2007	4.6	266	14.8	1012	56.3	438	80.6	1799	680	1450	18	3	All Students
20.1	52	2008	3.1	160	9.5	1139	67.4	339	87.5	1690	682	1478	18	3	All Students
18.1	25	2009	1.4	150	8.5	1273	72.0	320	90.1	1768	683	1593	18	3	All Students
17.3	264	2010	15.3	617	35.9	542	31.5	298	48.8	1721	686	840	18	3	All Students
7.0	229	2011	13.5	674	39.8	672	39.7	118	46.7	1693	681	790	18	3	All Students
17.1	184	2006	9.3	375	19.0	1079	54.6	338	71.7	1976	667	1417	18	4	All Students
20.8	141	2007	7.8	342	18.9	948	52.5	376	73.3	1807	671	1324	18	4	All Students
21.3	101	2008	5.7	304	17.0	1000	56.0	380	77.3	1785	675	1380	18	4	All Students
28.9	70	2009	4.0	213	12.1	969	55.1	508	83.9	1760	684	1477	18	4	All Students
16.9	153	2010	8.4	715	39.3	643	35.4	307	52.3	1818	678	950	18	4	All Students
20.1	113	2011	6.5	640	36.6	644	36.8	351	56.9	1748	681	995	18	4	All Students
13.4	246	2006	12.2	526	26.1	972	48.3	269	61.6	2013	659	1241	18	5	All Students
16.1	134	2007	6.8	443	22.6	1065	54.4	316	70.5	1958	667	1381	18	5	All Students
21.1	82	2008	4.7	295	16.9	999	57.3	367	78.4	1743	674	1366	18	5	All Students
29.1	31	2009	1.8	231	13.3	969	55.8	506	84.9	1737	680	1475	18	5	All Students
17.2	121	2010	7.2	629	37.4	642	38.2	290	55.4	1682	679	932	18	5	All Students
15.7	128	2011	7.6	625	37.2	663	39.5	264	55.2	1680	679	927	18	5	All Students
5.2	289	2006	19.6	541	36.8	565	38.4	76	43.6	1471	641	641	18	6	All Students
8.4	216	2007	14.7	509	34.7	618	42.2	123	50.5	1466	649	741	18	6	All Students
11.4	133	2008	9.3	396	27.6	744	51.8	164	63.2	1437	658	908	18	6	All Students
13.9	82	2009	6.3	329	25.2	712	54.6	181	68.5	1304	664	893	18	6	All Students
14.2	208	2010	14.0	609	40.9	460	30.9	211	45.1	1488	668	671	18	6	All Students
14.7	244	2011	16.1	556	36.8	490	32.4	222	47.1	1512	670	712	18	6	All Students
3.3	356	2006	22.9	691	44.4	457	29.4	52	32.7	1556	633	509	18	7	All Students
6.2	201	2007	12.9	647	41.5	616	39.5	96	45.6	1560	645	712	18	7	All Students
10.7	85	2008	5.8	465	31.5	770	52.1	158	62.8	1478	657	928	18	7	All Students
12.8	30	2009	2.0	250	16.8	1017	68.3	191	81.2	1488	669	1208	18	7	All Students
10.0	229	2010	16.2	620	43.9	421	29.8	141	39.8	1411	661	562	18	7	All Students
17.3	188	2011	12.2	612	39.9	470	30.6	265	47.9	1535	668	735	18	7	All Students
2.4	501	2006	29.9	685	40.9	448	26.7	41	29.2	1675	630	489	18	8	All Students
3.0	366	2007	22.6	642	39.6	565	34.8	49	37.9	1622	640	614	18	8	All Students
6.3	189	2008	12.5	557	36.7	676	44.6	95	50.8	1517	650	771	18	8	All Students
6.7	56	2009	3.7	427	28.5	914	61.1	100	67.7	1497	661	1014	18	8	All Students
8.4	225	2010	14.7	756	49.3	423	27.6	128	36.0	1532	665	551	18	8	All Students
7.7	186	2011	13.1	604	42.5	520	36.6	110	44.4	1420	666	630	18	8	All Students
10.8	1752	2006	16.6	3144	29.8	4526	42.8	1142	53.7	10564	651	5668	18	All Grades	All Students
13.7	1141	2007	11.2	2849	27.9	4824	47.2	1398	60.9	10212	660	6222	18	All Grades	All Students
15.6	642	2008	6.7	2177	22.6	5328	55.2	1503	70.8	9650	667	6831	18	All Grades	All Students
18.9	294	2009	3.1	1600	16.7	5854	61.3	1806	80.2	9554	674	7660	18	All Grades	All Students
14.2	1200	2010	12.4	3946	40.9	3131	32.4	1375	46.7	9652	673	4506	18	All Grades	All Students
13.9	1088	2011	11.3	3711	38.7	3459	36.1	1330	49.9	9588	675	4789	18	All Grades	All Students
20.5	198	2006	8.4	403	17.1	1270	54.0	483	74.5	2354	672	1753	19	3	All Students
24.6	170	2007	7.1	388	16.1	1259	52.2	594	76.9	2411	677	1853	19	3	All Students
16.3	104	2008	4.6	322	14.1	1485	65.0	372	81.3	2283	676	1857	19	3	All Students
20.3	28	2009	1.2	193	8.5	1585	69.9	460	90.2	2266	685	2045	19	3	All Students
14.4	368	2010	16.5	867	39.0	669	30.1	320	44.5	2224	683	989	19	3	All Students
5.5	372	2011	16.6	931	41.6	810	36.2	123	41.7	2236	678	933	19	3	All Students
15.5	292	2006	12.5	485	20.7	1201	51.3	363	66.8	2341	663	1564	19	4	All Students
18.3	208	2007	9.1	472	20.6	1194	52.0	420	70.4	2294	669	1614	19	4	All Students
18.7	191	2008	8.2	441	18.9	1264	54.2	437	72.9	2333	671	1701	19	4	All Students
26.1	136	2009	6.0	342	15.1	1190	52.7	590	78.8	2258	679	1780	19	4	All Students
15.7	213	2010	9.5	964	42.9	720	32.0	352	47.7	2249	675	1072	19	4	All Students
15.1	220	2011	9.8	911	40.4	782	34.7	340	49.8	2253	676	1122	19	4	All Students
13.3	346	2006	15.1	660	28.9	975	42.7	303	56.0	2284	656	1278	19	5	All Students
13.9	244	2007	10.4	613	26.0	1173	49.8	327	63.6	2357	661	1500	19	5	All Students
14.7	131	2008	5.9	507	22.8	1258	56.6	328	71.3	2224	666	1586	19	5	All Students
20.9	97	2009	4.3	376	16.8	1295	57.9	468	78.8	2236	673	1763	19	5	All Students
13.3	276	2010	12.8	918	42.5	677	31.4	288	44.7	2159	670	965	19	5	All Students
10.9	228	2011	10.7	940	44.0	734	34.4	232	45.3	2134	672	966	19	5	All Students
6.8	476	2006	20.7	790	34.4	873	38.0	156	44.8	2295	642	1029	19	6	All Students
14.2	281	2007	13.9	531	26.2	925	45.7	287	59.9	2024	657	1212	19	6	All Students
10.5	227	2008	10.9	556	26.7	1081	51.9	218	62.4	2082	656	1299	19	6	All Students
16.4	108	2009	5.5	480	24.3	1063	53.8	324	70.2	1975	667	1387	19	6	All Students
13.7	318	2010	16.3	879	44.9	492	25.2	267	38.8	1956	664	759	19	6	All Students
16.2	306	2011	15.7	766	39.4	557	28.7	314	44.8	1943	669	871	19	6	All Students
3.8	639	2006	28.4	908	40.4	617	27.4	86	31.2	2250	628	703	19	7	All Students
8.6	338	2007	14.5	895	38.3	905	38.7	201	47.3	2339	646	1106	19	7	All Students
10.0	163	2008	8.0	695	34.3	969	47.8	202	57.7	2029	654	1171	19	7	All Students
10.4	79	2009	3.9	534	26.1	1220	59.6	213	70.0	2046	661	1433	19	7	All Students
12.1	328	2010	16.7	862	44.0	532	27.1	238	39.3	1960	661	770	19	7	All Students
10.4	323	2011	16.8	887	46.1	515	26.8	200	37.1	1925	662	715	19	7	All Students
3.2	597	2006	26.7	948	42.4	618	27.7	72	30.9	2235	633	690	19	8	All Students
4.5	514	2007	22.7	911	40.3	735	32.5	101	37.0	2261	639	836	19	8	All Students
7.5	321	2008	14.4	801	36.0	939	42.1	167	49.6	2228	649	1106	19	8	All Students
7.8	162	2009	7.7	711	33.9	1060	50.5	164	58.4	2097	656	1224	19	8	All Students
8.2	436	2010	20.8	1015	48.5	470	22.5	172	30.7	2093	661	642	19	8	All Students
7.1	361	2011	17.8	954	47.0	570	28.1	143	35.2	2028	660	713	19	8	All Students
10.6	2548	2006	18.5	4194	30.5	5554	40.4	1463	51.0	13759	649	7017	19	All Grades	All Students
14.1	1755	2007	12.8	3810	27.8	6191	45.2	1930	59.3	13686	658	8121	19	All Grades	All Students
13.1	1137	2008	8.6	3322	25.2	6996	53.1	1724	66.2	13179	662	8720	19	All Grades	All Students
17.2	610	2009	4.7	2636	20.5	7413	57.6	2219	74.8	12878	671	9632	19	All Grades	All Students
12.9	1939	2010	15.3	5505	43.5	3560	28.2	1637	41.1	12641	669	5197	19	All Grades	All Students
10.8	1810	2011	14.5	5389	43.0	3968	31.7	1352	42.5	12519	670	5320	19	All Grades	All Students
39.2	118	2006	4.0	270	9.3	1384	47.5	1143	86.7	2915	691	2527	20	3	All Students
43.5	85	2007	2.9	214	7.4	1333	46.2	1254	89.6	2886	697	2587	20	3	All Students
37.2	54	2008	1.8	159	5.4	1649	55.6	1105	92.8	2967	698	2754	20	3	All Students
35.0	34	2009	1.1	110	3.6	1826	60.3	1060	95.2	3030	700	2886	20	3	All Students
31.2	220	2010	7.1	783	25.4	1116	36.2	962	67.4	3081	698	2078	20	3	All Students
19.2	243	2011	7.3	855	25.7	1589	47.8	638	67.0	3325	690	2227	20	3	All Students
36.5	146	2006	4.9	317	10.6	1433	48.0	1089	84.5	2985	687	2522	20	4	All Students
40.9	118	2007	4.0	272	9.3	1340	45.8	1197	86.7	2927	693	2537	20	4	All Students
41.6	94	2008	3.3	232	8.1	1353	47.1	1196	88.7	2875	694	2549	20	4	All Students
49.3	77	2009	2.6	189	6.4	1240	41.8	1464	91.0	2970	702	2704	20	4	All Students
37.9	106	2010	3.4	740	23.4	1115	35.3	1198	73.2	3159	698	2313	20	4	All Students
38.8	119	2011	3.8	615	19.7	1176	37.7	1213	76.5	3123	698	2389	20	4	All Students
32.9	179	2006	6.1	440	15.1	1333	45.8	959	78.7	2911	680	2292	20	5	All Students
36.9	106	2007	3.5	334	11.1	1459	48.5	1112	85.4	3011	689	2571	20	5	All Students
43.0	75	2008	2.5	228	7.7	1374	46.7	1267	89.7	2944	694	2641	20	5	All Students
51.0	48	2009	1.7	182	6.3	1189	41.0	1478	92.1	2897	697	2667	20	5	All Students
34.9	139	2010	4.5	689	22.4	1178	38.2	1074	73.1	3080	694	2252	20	5	All Students
38.4	118	2011	3.6	616	19.0	1267	39.0	1247	77.4	3248	697	2514	20	5	All Students
19.7	373	2006	11.7	807	25.4	1369	43.1	626	62.8	3175	661	1995	20	6	All Students
28.6	229	2007	7.3	566	18.0	1452	46.1	900	74.7	3147	676	2352	20	6	All Students
34.9	126	2008	4.0	458	14.5	1468	46.6	1098	81.5	3150	682	2566	20	6	All Students
37.4	85	2009	2.8	358	11.8	1458	48.0	1134	85.4	3035	686	2592	20	6	All Students
35.0	205	2010	6.4	869	27.0	1018	31.6	1127	66.6	3219	687	2145	20	6	All Students
37.4	239	2011	7.0	789	23.2	1096	32.3	1270	69.7	3394	690	2366	20	6	All Students
12.3	375	2006	12.2	928	30.1	1397	45.4	380	57.7	3080	653	1777	20	7	All Students
27.5	192	2007	6.2	761	24.4	1308	41.9	857	69.4	3118	670	2165	20	7	All Students
31.0	124	2008	3.7	544	16.4	1615	48.8	1024	79.8	3307	677	2639	20	7	All Students
35.3	39	2009	1.2	356	11.0	1692	52.5	1137	87.7	3224	685	2829	20	7	All Students
36.4	215	2010	6.6	847	26.1	1006	31.0	1182	67.3	3250	683	2188	20	7	All Students
40.4	215	2011	6.4	824	24.7	953	28.5	1349	68.9	3341	686	2302	20	7	All Students
16.6	476	2006	14.6	960	29.4	1282	39.3	542	56.0	3260	657	1824	20	8	All Students
17.0	335	2007	10.9	848	27.5	1374	44.6	523	61.6	3080	662	1897	20	8	All Students
26.8	168	2008	5.4	639	20.4	1482	47.4	839	74.2	3128	676	2321	20	8	All Students
26.9	75	2009	2.2	567	16.8	1821	54.0	907	80.9	3370	680	2728	20	8	All Students
28.9	241	2010	6.7	1049	29.4	1251	35.0	1033	63.9	3574	687	2284	20	8	All Students
32.8	202	2011	5.9	863	25.3	1222	35.9	1118	68.7	3405	688	2340	20	8	All Students
25.9	1667	2006	9.1	3722	20.3	8198	44.7	4739	70.6	18326	671	12937	20	All Grades	All Students
32.2	1065	2007	5.9	2995	16.5	8266	45.5	5843	77.7	18169	681	14109	20	All Grades	All Students
35.5	641	2008	3.5	2260	12.3	8941	48.7	6529	84.2	18371	686	15470	20	All Grades	All Students
38.8	358	2009	1.9	1762	9.5	9226	49.8	7180	88.6	18526	691	16406	20	All Grades	All Students
34.0	1126	2010	5.8	4977	25.7	6684	34.5	6576	68.5	19363	691	13260	20	All Grades	All Students
34.5	1136	2011	5.7	4562	23.0	7303	36.8	6835	71.3	19836	691	14138	20	All Grades	All Students
33.0	145	2006	7.5	235	12.2	915	47.3	639	80.4	1934	682	1554	21	3	All Students
36.0	98	2007	5.0	190	9.6	972	49.4	709	85.4	1969	689	1681	21	3	All Students
30.5	48	2008	2.5	157	8.2	1130	58.8	587	89.3	1922	690	1717	21	3	All Students
32.8	20	2009	1.1	111	5.9	1131	60.2	617	93.0	1879	696	1748	21	3	All Students
27.7	177	2010	9.1	571	29.3	662	34.0	539	61.6	1949	696	1201	21	3	All Students
16.5	160	2011	8.3	544	28.1	913	47.1	320	63.7	1937	689	1233	21	3	All Students
31.2	119	2006	6.1	231	11.9	988	50.8	608	82.0	1946	682	1596	21	4	All Students
31.6	126	2007	6.5	283	14.6	916	47.3	611	78.9	1936	684	1527	21	4	All Students
34.0	115	2008	5.9	236	12.1	934	47.9	663	82.0	1948	684	1597	21	4	All Students
44.8	65	2009	3.4	147	7.6	859	44.3	869	89.1	1940	697	1728	21	4	All Students
32.7	114	2010	5.9	555	29.0	620	32.4	627	65.1	1916	691	1247	21	4	All Students
33.1	92	2011	4.6	508	25.4	736	36.9	661	70.0	1997	693	1397	21	4	All Students
27.7	149	2006	7.5	362	18.2	926	46.6	550	74.3	1987	674	1476	21	5	All Students
32.1	99	2007	5.0	252	12.7	998	50.3	637	82.3	1986	683	1635	21	5	All Students
33.9	75	2008	3.8	227	11.6	989	50.7	661	84.5	1952	686	1650	21	5	All Students
42.5	37	2009	1.9	167	8.6	912	47.0	825	89.5	1941	690	1737	21	5	All Students
29.0	93	2010	4.9	502	26.4	757	39.7	553	68.8	1905	689	1310	21	5	All Students
30.9	82	2011	4.4	459	24.6	749	40.1	577	71.0	1867	692	1326	21	5	All Students
22.1	287	2006	9.9	608	21.0	1360	47.0	640	69.1	2895	667	2000	21	6	All Students
32.9	215	2007	7.9	376	13.8	1240	45.4	899	78.4	2730	680	2139	21	6	All Students
40.9	99	2008	3.7	289	10.7	1216	44.8	1108	85.7	2712	688	2324	21	6	All Students
41.9	65	2009	2.3	253	9.1	1290	46.6	1161	88.5	2769	692	2451	21	6	All Students
42.7	159	2010	6.1	585	22.4	752	28.8	1117	71.5	2613	693	1869	21	6	All Students
40.0	137	2011	5.3	542	20.9	878	33.8	1040	73.9	2597	694	1918	21	6	All Students
17.7	306	2006	9.8	816	26.2	1440	46.3	550	63.9	3112	659	1990	21	7	All Students
26.8	163	2007	5.7	582	20.5	1333	47.0	759	73.7	2837	672	2092	21	7	All Students
37.6	101	2008	3.8	354	13.2	1213	45.3	1007	83.0	2675	682	2220	21	7	All Students
42.3	27	2009	1.0	239	8.5	1350	48.2	1183	90.5	2799	691	2533	21	7	All Students
42.7	160	2010	5.7	614	21.9	832	29.7	1196	72.4	2802	688	2028	21	7	All Students
45.2	131	2011	4.9	547	20.6	776	29.2	1201	74.5	2655	690	1977	21	7	All Students
